id;employee_id;start_date;start_time;stop_date;stop_time
28766;274;9.01.2023;07:40:38;9.01.2023;16:09:58
28767;216;9.01.2023;07:47:37;9.01.2023;16:03:01
28768;246;9.01.2023;07:48:16;9.01.2023;16:02:23
28769;221;9.01.2023;07:49:41;9.01.2023;16:33:46
28770;2;9.01.2023;07:50:03;9.01.2023;16:01:43
28771;4;9.01.2023;07:50:49;9.01.2023;16:10:17
28772;269;9.01.2023;07:51:54;9.01.2023;16:07:06
28773;249;9.01.2023;07:52:27;9.01.2023;16:01:59
28774;10;9.01.2023;07:53:31;9.01.2023;16:04:37
28775;282;9.01.2023;07:53:52;9.01.2023;16:02:10
28776;6;9.01.2023;07:54:00;9.01.2023;16:03:43
28777;275;9.01.2023;07:55:43;9.01.2023;16:04:01
28779;255;9.01.2023;07:56:17;9.01.2023;16:08:55
28780;237;9.01.2023;07:56:46;9.01.2023;16:05:35
28781;50;9.01.2023;07:58:11;9.01.2023;14:01:40
28782;245;9.01.2023;07:58:14;9.01.2023;16:07:03
28783;51;9.01.2023;07:58:27;9.01.2023;16:02:16
28784;239;9.01.2023;07:59:10;9.01.2023;16:04:03
28785;40;9.01.2023;08:00:00;9.01.2023;16:04:10
28786;4;10.01.2023;05:44:59;10.01.2023;14:13:12
28787;1;10.01.2023;05:45:06;10.01.2023;14:03:36
28788;7;10.01.2023;05:46:45;10.01.2023;14:03:42
28789;28;10.01.2023;05:47:54;10.01.2023;16:00:52
28790;247;10.01.2023;05:49:51;10.01.2023;14:53:09
28791;5;10.01.2023;05:52:23;10.01.2023;12:19:17
28792;265;10.01.2023;05:58:01;10.01.2023;16:04:57
28793;224;10.01.2023;06:00:06;10.01.2023;14:06:21
28794;42;10.01.2023;06:00:44;10.01.2023;15:05:04
28795;3;10.01.2023;06:43:05;10.01.2023;16:32:12
28796;13;10.01.2023;06:43:08;10.01.2023;16:01:00
28797;269;10.01.2023;07:49:42;10.01.2023;14:05:00
28798;274;10.01.2023;07:49:45;10.01.2023;16:06:37
28799;246;10.01.2023;07:50:19;10.01.2023;16:01:43
28800;282;10.01.2023;07:50:33;10.01.2023;16:02:59
28801;256;10.01.2023;07:50:50;10.01.2023;16:11:04
28802;6;10.01.2023;07:50:56;10.01.2023;16:03:21
28803;217;10.01.2023;07:51:00;10.01.2023;16:02:51
28804;216;10.01.2023;07:51:09;10.01.2023;16:02:05
28805;275;10.01.2023;07:51:15;10.01.2023;16:02:29
28806;10;10.01.2023;07:52:08;10.01.2023;16:02:13
28807;221;10.01.2023;07:52:36;10.01.2023;17:11:05
28808;249;10.01.2023;07:52:52;10.01.2023;16:01:51
28809;2;10.01.2023;07:53:06;10.01.2023;16:01:07
28810;255;10.01.2023;07:54:03;10.01.2023;16:04:02
28811;278;10.01.2023;07:54:09;10.01.2023;16:01:58
28812;258;10.01.2023;07:55:46;10.01.2023;14:19:47
28813;51;10.01.2023;07:55:59;10.01.2023;16:03:51
28814;239;10.01.2023;07:56:16;10.01.2023;16:01:35
28815;267;10.01.2023;07:56:51;10.01.2023;16:03:36
28817;50;10.01.2023;07:58:14;10.01.2023;14:03:29
28818;40;10.01.2023;08:00:00;10.01.2023;16:03:09
28819;245;10.01.2023;09:47:13;10.01.2023;16:03:29
28820;5;10.01.2023;14:50:33;10.01.2023;16:01:24
28821;42;11.01.2023;06:08:30;11.01.2023;16:04:12
28822;7;11.01.2023;06:08:50;11.01.2023;14:01:21
28823;5;11.01.2023;06:09:07;11.01.2023;15:00:44
28824;265;11.01.2023;06:09:12;11.01.2023;16:04:21
28825;28;11.01.2023;06:09:16;11.01.2023;14:01:13
28826;1;11.01.2023;06:09:30;11.01.2023;14:01:15
28827;278;11.01.2023;06:09:51;11.01.2023;13:08:22
28828;224;11.01.2023;06:13:18;11.01.2023;14:06:00
28829;3;11.01.2023;06:41:06;11.01.2023;16:01:34
28830;13;11.01.2023;06:41:10;11.01.2023;16:25:46
28831;217;11.01.2023;07:35:55;11.01.2023;16:02:33
28832;256;11.01.2023;07:36:23;11.01.2023;16:12:07
28833;4;11.01.2023;07:36:39;11.01.2023;16:11:27
28834;274;11.01.2023;07:49:30;11.01.2023;16:05:16
28835;216;11.01.2023;07:50:34;11.01.2023;16:01:59
28836;269;11.01.2023;07:51:38;11.01.2023;16:03:48
28837;10;11.01.2023;07:51:42;11.01.2023;16:01:07
28838;221;11.01.2023;07:52:18;11.01.2023;16:01:52
28839;2;11.01.2023;07:52:31;11.01.2023;16:02:58
28840;246;11.01.2023;07:53:28;11.01.2023;16:01:45
28841;282;11.01.2023;07:53:34;11.01.2023;16:00:41
28842;6;11.01.2023;07:53:50;11.01.2023;16:01:56
28843;275;11.01.2023;07:54:05;11.01.2023;16:00:53
28844;255;11.01.2023;07:54:23;11.01.2023;16:04:58
28845;40;11.01.2023;07:54:34;11.01.2023;16:01:30
28846;237;11.01.2023;07:55:36;11.01.2023;16:02:44
28847;239;11.01.2023;07:56:06;11.01.2023;16:01:25
28848;249;11.01.2023;07:56:17;11.01.2023;16:02:42
28849;267;11.01.2023;07:56:28;11.01.2023;16:03:07
28850;247;11.01.2023;07:56:44;11.01.2023;16:01:27
28851;245;11.01.2023;07:58:18;11.01.2023;16:03:43
28852;50;11.01.2023;07:58:29;11.01.2023;14:05:25
28853;258;11.01.2023;08:00:00;11.01.2023;16:01:39
28854;51;11.01.2023;08:00:05;11.01.2023;16:04:29
28856;10;12.01.2023;05:50:49;12.01.2023;14:01:10
28857;7;12.01.2023;05:51:40;12.01.2023;14:01:34
28858;5;12.01.2023;05:55:21;12.01.2023;16:00:50
28859;247;12.01.2023;05:55:30;12.01.2023;14:01:44
28860;265;12.01.2023;05:57:32;12.01.2023;16:03:15
28861;1;12.01.2023;05:58:01;12.01.2023;14:01:13
28862;224;12.01.2023;05:58:30;12.01.2023;14:06:34
28863;28;12.01.2023;05:59:33;12.01.2023;14:01:20
28864;42;12.01.2023;06:02:07;12.01.2023;16:00:28
28865;3;12.01.2023;06:42:16;12.01.2023;17:07:20
28866;13;12.01.2023;06:42:29;12.01.2023;15:20:04
28867;221;12.01.2023;06:46:39;12.01.2023;17:54:12
28868;256;12.01.2023;07:39:49;12.01.2023;16:02:58
28869;4;12.01.2023;07:39:57;12.01.2023;16:02:51
28870;217;12.01.2023;07:44:00;12.01.2023;16:03:35
28871;282;12.01.2023;07:47:42;12.01.2023;15:45:32
28872;275;12.01.2023;07:47:47;12.01.2023;16:01:28
28873;246;12.01.2023;07:51:10;12.01.2023;16:02:31
28874;40;12.01.2023;07:52:49;12.01.2023;16:02:04
28875;255;12.01.2023;07:53:06;12.01.2023;16:03:21
28876;249;12.01.2023;07:53:49;12.01.2023;16:01:46
28877;274;12.01.2023;07:54:33;12.01.2023;16:05:56
28878;269;12.01.2023;07:54:39;12.01.2023;16:04:04
28879;237;12.01.2023;07:55:08;12.01.2023;16:03:08
28880;278;12.01.2023;07:55:14;12.01.2023;16:04:02
28881;267;12.01.2023;07:56:06;12.01.2023;16:03:03
28882;258;12.01.2023;07:56:23;12.01.2023;16:00:33
28883;51;12.01.2023;07:56:33;12.01.2023;16:03:48
28884;2;12.01.2023;07:56:37;12.01.2023;16:00:55
28885;216;12.01.2023;07:56:51;12.01.2023;16:01:48
28886;6;12.01.2023;07:56:57;12.01.2023;16:02:34
28887;239;12.01.2023;07:58:42;12.01.2023;16:01:37
28888;245;12.01.2023;07:58:49;12.01.2023;16:03:58
28890;224;13.01.2023;05:39:58;13.01.2023;14:06:51
28891;1;13.01.2023;05:40:58;13.01.2023;14:01:51
28892;7;13.01.2023;05:42:08;13.01.2023;14:01:54
28894;10;13.01.2023;05:49:37;13.01.2023;14:00:20
28895;28;13.01.2023;05:50:41;13.01.2023;10:01:26
28896;5;13.01.2023;05:56:03;13.01.2023;16:01:37
28897;265;13.01.2023;05:57:10;13.01.2023;16:03:05
28898;3;13.01.2023;06:42:24;13.01.2023;16:00:57
28899;13;13.01.2023;06:42:28;13.01.2023;17:29:09
28900;40;13.01.2023;06:59:32;13.01.2023;15:04:43
28901;217;13.01.2023;07:42:11;13.01.2023;16:03:32
28902;256;13.01.2023;07:44:39;13.01.2023;14:11:34
28903;4;13.01.2023;07:44:48;13.01.2023;16:03:27
28904;275;13.01.2023;07:44:56;13.01.2023;16:01:34
28905;282;13.01.2023;07:46:53;13.01.2023;16:01:19
28906;269;13.01.2023;07:51:36;13.01.2023;16:03:40
28907;274;13.01.2023;07:52:23;13.01.2023;16:03:45
28908;221;13.01.2023;07:52:34;13.01.2023;17:03:45
28909;258;13.01.2023;07:52:39;13.01.2023;15:46:39
28910;2;13.01.2023;07:52:47;13.01.2023;16:01:26
28911;51;13.01.2023;07:52:55;13.01.2023;16:02:37
28912;6;13.01.2023;07:53:02;13.01.2023;16:01:55
28913;246;13.01.2023;07:53:10;13.01.2023;16:01:59
28914;249;13.01.2023;07:54:14;13.01.2023;16:01:42
28915;267;13.01.2023;07:55:06;13.01.2023;16:02:17
28916;247;13.01.2023;07:55:16;13.01.2023;16:00:00
28917;255;13.01.2023;07:55:27;13.01.2023;16:03:55
28918;237;13.01.2023;07:56:15;13.01.2023;16:05:30
28919;278;13.01.2023;07:57:01;13.01.2023;16:03:51
28920;239;13.01.2023;07:57:04;13.01.2023;16:00:52
28921;50;13.01.2023;07:57:41;13.01.2023;14:01:59
28922;216;13.01.2023;07:57:45;13.01.2023;16:00:55
28923;245;13.01.2023;07:58:07;13.01.2023;16:03:37
28924;42;13.01.2023;06:00:00;13.01.2023;15:58:54
28925;2;16.01.2023;05:42:33;16.01.2023;14:01:05
28926;216;16.01.2023;05:50:26;16.01.2023;14:01:32
28927;249;16.01.2023;05:52:54;16.01.2023;14:01:20
28928;5;16.01.2023;05:54:21;16.01.2023;16:01:24
28929;265;16.01.2023;05:57:23;16.01.2023;14:02:37
28930;239;16.01.2023;05:57:26;16.01.2023;14:01:44
28931;42;16.01.2023;05:59:58;16.01.2023;15:51:55
28932;13;16.01.2023;06:43:33;16.01.2023;15:13:57
28933;3;16.01.2023;06:43:40;16.01.2023;15:17:40
28934;274;16.01.2023;06:52:40;16.01.2023;16:05:27
28935;278;16.01.2023;06:57:31;16.01.2023;16:02:41
28936;267;16.01.2023;06:57:49;16.01.2023;15:02:52
28937;256;16.01.2023;07:35:30;16.01.2023;16:04:39
28938;4;16.01.2023;07:35:46;16.01.2023;16:04:48
28939;226;16.01.2023;07:41:17;16.01.2023;16:05:49
28940;224;16.01.2023;07:41:25;16.01.2023;16:05:37
28941;40;16.01.2023;07:43:00;16.01.2023;16:03:19
28942;217;16.01.2023;07:43:39;16.01.2023;16:04:00
28943;246;16.01.2023;07:44:11;16.01.2023;16:01:49
28944;221;16.01.2023;07:50:14;16.01.2023;16:01:37
28945;1;16.01.2023;07:50:19;16.01.2023;16:01:11
28946;28;16.01.2023;07:50:25;16.01.2023;16:00:47
28947;255;16.01.2023;07:50:28;16.01.2023;16:04:16
28948;10;16.01.2023;07:50:33;16.01.2023;16:00:56
28949;6;16.01.2023;07:51:20;16.01.2023;16:03:08
28950;275;16.01.2023;07:51:29;16.01.2023;16:03:47
28951;282;16.01.2023;07:51:54;16.01.2023;16:03:31
28952;269;16.01.2023;07:54:12;16.01.2023;16:02:31
28953;51;16.01.2023;07:54:49;16.01.2023;16:08:26
28954;285;16.01.2023;07:57:20;16.01.2023;16:04:30
28956;245;16.01.2023;07:58:04;16.01.2023;16:02:19
28957;50;16.01.2023;07:58:11;16.01.2023;14:02:52
28958;247;16.01.2023;06:00:00;16.01.2023;14:01:56
28959;7;16.01.2023;06:00:00;16.01.2023;14:00:41
28960;4;17.01.2023;05:35:38;17.01.2023;14:05:00
28962;2;17.01.2023;05:41:48;17.01.2023;14:01:28
28963;7;17.01.2023;05:42:35;17.01.2023;16:03:16
28964;216;17.01.2023;05:48:12;17.01.2023;14:02:25
28965;247;17.01.2023;05:51:21;17.01.2023;13:00:47
28966;249;17.01.2023;05:52:05;17.01.2023;14:02:10
28967;255;17.01.2023;05:56:17;17.01.2023;16:03:32
28968;239;17.01.2023;05:57:31;17.01.2023;14:02:21
28969;265;17.01.2023;05:57:39;17.01.2023;14:02:06
28970;42;17.01.2023;06:02:55;17.01.2023;15:51:05
28971;3;17.01.2023;06:42:23;17.01.2023;16:04:50
28972;13;17.01.2023;06:42:28;17.01.2023;15:03:27
28973;274;17.01.2023;07:42:20;17.01.2023;16:03:52
28974;1;17.01.2023;07:42:55;17.01.2023;16:01:32
28975;224;17.01.2023;07:43:03;17.01.2023;16:04:54
28976;226;17.01.2023;07:43:26;17.01.2023;16:02:40
28977;256;17.01.2023;07:43:38;17.01.2023;16:02:25
28978;217;17.01.2023;07:43:53;17.01.2023;16:02:45
28979;221;17.01.2023;07:45:27;17.01.2023;17:12:52
28980;40;17.01.2023;07:49:01;17.01.2023;16:01:35
28981;282;17.01.2023;07:49:08;17.01.2023;16:02:18
28982;275;17.01.2023;07:49:14;17.01.2023;16:01:44
28983;246;17.01.2023;07:49:48;17.01.2023;16:02:59
28984;10;17.01.2023;07:52:26;17.01.2023;16:00:51
28985;28;17.01.2023;07:52:30;17.01.2023;16:00:36
28986;6;17.01.2023;07:53:26;17.01.2023;16:02:34
28987;267;17.01.2023;07:53:45;17.01.2023;16:02:51
28988;258;17.01.2023;07:56:31;17.01.2023;15:19:04
28989;51;17.01.2023;07:56:37;17.01.2023;16:11:37
28990;269;17.01.2023;07:57:04;17.01.2023;16:02:03
28991;285;17.01.2023;07:57:26;17.01.2023;16:03:04
28992;278;17.01.2023;07:57:31;17.01.2023;16:02:12
28993;245;17.01.2023;07:58:25;17.01.2023;16:02:07
28994;50;17.01.2023;07:58:27;17.01.2023;14:03:52
28996;216;18.01.2023;05:51:37;18.01.2023;14:01:19
28997;2;18.01.2023;05:52:04;18.01.2023;16:01:03
28998;249;18.01.2023;05:54:09;18.01.2023;14:01:23
28999;255;18.01.2023;05:54:13;18.01.2023;16:04:09
29000;278;18.01.2023;05:57:22;18.01.2023;13:04:39
29001;265;18.01.2023;05:58:13;18.01.2023;14:10:48
29002;239;18.01.2023;05:58:16;18.01.2023;14:01:16
29003;51;18.01.2023;05:58:36;18.01.2023;16:04:32
29004;42;18.01.2023;06:11:20;18.01.2023;15:39:39
29005;3;18.01.2023;06:40:44;18.01.2023;17:41:12
29006;13;18.01.2023;06:40:51;18.01.2023;16:15:00
29007;256;18.01.2023;07:33:50;18.01.2023;16:02:45
29008;4;18.01.2023;07:34:11;18.01.2023;16:02:53
29009;226;18.01.2023;07:40:52;18.01.2023;16:01:22
29010;224;18.01.2023;07:40:58;18.01.2023;16:05:20
29011;274;18.01.2023;07:44:32;18.01.2023;16:04:03
29012;217;18.01.2023;07:45:02;18.01.2023;16:01:47
29013;1;18.01.2023;07:47:08;18.01.2023;16:01:12
29014;221;18.01.2023;07:47:15;18.01.2023;16:41:26
29015;6;18.01.2023;07:51:21;18.01.2023;16:01:38
29016;282;18.01.2023;07:51:43;18.01.2023;16:02:06
29017;275;18.01.2023;07:52:12;18.01.2023;16:00:58
29018;40;18.01.2023;07:52:23;18.01.2023;16:01:58
29019;247;18.01.2023;07:52:32;18.01.2023;16:05:31
29020;28;18.01.2023;07:52:48;18.01.2023;16:00:39
29021;10;18.01.2023;07:52:52;18.01.2023;16:01:09
29022;269;18.01.2023;07:55:54;18.01.2023;16:01:20
29023;246;18.01.2023;07:57:28;18.01.2023;16:02:26
29024;285;18.01.2023;07:57:42;18.01.2023;16:03:50
29025;50;18.01.2023;07:58:16;18.01.2023;14:03:05
29026;245;18.01.2023;07:59:00;18.01.2023;16:01:16
29027;258;18.01.2023;07:59:43;18.01.2023;16:00:44
29028;216;19.01.2023;05:42:17;19.01.2023;14:01:25
29029;7;19.01.2023;05:42:21;19.01.2023;14:01:30
29030;247;19.01.2023;05:49:59;19.01.2023;15:01:24
29031;249;19.01.2023;05:52:04;19.01.2023;14:01:22
29032;10;19.01.2023;05:52:23;19.01.2023;14:01:15
29033;265;19.01.2023;05:57:42;19.01.2023;14:02:58
29034;239;19.01.2023;05:57:50;19.01.2023;14:01:18
29035;42;19.01.2023;06:08:10;19.01.2023;16:32:27
29036;3;19.01.2023;06:45:43;19.01.2023;15:05:49
29037;13;19.01.2023;06:45:52;19.01.2023;15:06:45
29039;226;19.01.2023;07:41:23;19.01.2023;16:01:50
29040;224;19.01.2023;07:41:35;19.01.2023;16:05:57
29041;217;19.01.2023;07:43:18;19.01.2023;16:06:14
29042;256;19.01.2023;07:44:38;19.01.2023;16:04:45
29043;4;19.01.2023;07:44:48;19.01.2023;16:05:32
29044;274;19.01.2023;07:46:47;19.01.2023;16:04:52
29045;1;19.01.2023;07:48:44;19.01.2023;16:01:01
29046;221;19.01.2023;07:48:48;19.01.2023;16:01:05
29047;246;19.01.2023;07:49:26;19.01.2023;16:01:59
29048;28;19.01.2023;07:53:19;19.01.2023;16:00:55
29049;6;19.01.2023;07:53:44;19.01.2023;16:02:30
29050;2;19.01.2023;07:53:59;19.01.2023;16:01:11
29051;282;19.01.2023;07:54:27;19.01.2023;16:02:21
29052;40;19.01.2023;07:54:36;19.01.2023;16:02:04
29053;275;19.01.2023;07:54:54;19.01.2023;16:02:13
29054;269;19.01.2023;07:55:21;19.01.2023;16:02:37
29055;255;19.01.2023;07:55:56;19.01.2023;16:07:48
29056;258;19.01.2023;07:56:20;19.01.2023;14:01:32
29057;285;19.01.2023;07:58:15;19.01.2023;16:06:25
29058;278;19.01.2023;07:58:24;19.01.2023;16:02:44
29059;50;19.01.2023;07:58:37;19.01.2023;14:02:23
29060;245;19.01.2023;07:58:47;19.01.2023;16:02:34
29061;267;19.01.2023;07:59:07;19.01.2023;16:01:39
29062;2;20.01.2023;05:44:27;20.01.2023;14:01:36
29063;7;20.01.2023;05:47:15;20.01.2023;16:00:52
29064;216;20.01.2023;05:47:54;20.01.2023;14:02:00
29065;28;20.01.2023;05:49:02;20.01.2023;12:00:15
29066;10;20.01.2023;05:51:18;20.01.2023;12:01:59
29067;249;20.01.2023;05:54:04;20.01.2023;15:46:18
29068;265;20.01.2023;05:58:02;20.01.2023;14:03:09
29069;239;20.01.2023;05:58:04;20.01.2023;16:00:35
29070;42;20.01.2023;06:04:14;20.01.2023;16:04:02
29071;3;20.01.2023;06:42:04;20.01.2023;14:01:26
29072;13;20.01.2023;06:42:07;20.01.2023;15:24:20
29073;256;20.01.2023;07:32:06;20.01.2023;16:02:48
29074;4;20.01.2023;07:32:15;20.01.2023;16:03:03
29075;217;20.01.2023;07:39:50;20.01.2023;11:04:27
29076;226;20.01.2023;07:41:46;20.01.2023;16:01:48
29077;224;20.01.2023;07:42:52;20.01.2023;16:04:28
29078;274;20.01.2023;07:45:31;20.01.2023;16:04:09
29079;1;20.01.2023;07:52:46;20.01.2023;16:00:47
29080;221;20.01.2023;07:52:53;20.01.2023;15:23:52
29081;6;20.01.2023;07:54:03;20.01.2023;16:02:29
29082;247;20.01.2023;07:54:22;20.01.2023;16:00:40
29083;282;20.01.2023;07:54:30;20.01.2023;16:02:34
29084;275;20.01.2023;07:54:40;20.01.2023;16:03:00
29085;40;20.01.2023;07:55:04;20.01.2023;16:02:57
29086;255;20.01.2023;07:55:14;20.01.2023;12:03:45
29087;246;20.01.2023;07:55:24;20.01.2023;16:01:39
29088;269;20.01.2023;07:56:42;20.01.2023;16:02:38
29089;278;20.01.2023;07:56:46;20.01.2023;16:02:26
29090;285;20.01.2023;07:56:49;20.01.2023;16:02:22
29091;267;20.01.2023;07:57:02;20.01.2023;16:03:53
29092;245;20.01.2023;08:00:05;20.01.2023;16:02:42
29093;50;20.01.2023;08:00:08;20.01.2023;16:02:40
29094;258;20.01.2023;08:02:31;20.01.2023;15:24:02
29096;51;19.01.2023;08:00:00;19.01.2023;16:00:00
29097;51;20.01.2023;11:36:37;20.01.2023;16:03:26
29098;7;23.01.2023;05:42:50;23.01.2023;14:02:55
29099;1;23.01.2023;05:43:01;23.01.2023;14:03:03
29100;224;23.01.2023;05:43:08;23.01.2023;14:05:16
29101;226;23.01.2023;05:43:14;23.01.2023;14:03:42
29102;5;23.01.2023;05:51:42;23.01.2023;14:02:41
29103;10;23.01.2023;05:53:21;23.01.2023;16:00:52
29104;28;23.01.2023;05:54:48;23.01.2023;16:00:56
29105;40;23.01.2023;05:55:58;23.01.2023;14:09:20
29106;265;23.01.2023;05:57:00;23.01.2023;14:03:17
29107;247;23.01.2023;05:58:40;23.01.2023;14:03:06
29108;13;23.01.2023;06:44:09;23.01.2023;15:00:28
29109;3;23.01.2023;06:44:12;23.01.2023;15:45:10
29110;278;23.01.2023;06:57:43;23.01.2023;16:04:38
29111;239;23.01.2023;06:57:55;23.01.2023;15:00:25
29112;256;23.01.2023;07:40:00;23.01.2023;16:03:35
29113;4;23.01.2023;07:40:20;23.01.2023;16:02:50
29114;217;23.01.2023;07:43:19;23.01.2023;12:46:28
29115;282;23.01.2023;07:43:37;23.01.2023;16:01:32
29116;246;23.01.2023;07:47:11;23.01.2023;16:02:41
29117;216;23.01.2023;07:47:16;23.01.2023;15:46:05
29118;249;23.01.2023;07:48:04;23.01.2023;16:01:21
29119;221;23.01.2023;07:50:28;23.01.2023;16:01:17
29120;275;23.01.2023;07:50:47;23.01.2023;16:01:43
29121;2;23.01.2023;07:50:53;23.01.2023;16:00:46
29122;274;23.01.2023;07:51:33;23.01.2023;16:04:34
29123;269;23.01.2023;07:51:39;23.01.2023;16:01:09
29124;255;23.01.2023;07:56:04;23.01.2023;16:04:54
29125;51;23.01.2023;07:56:17;23.01.2023;16:09:19
29126;6;23.01.2023;07:56:27;23.01.2023;16:02:34
29127;50;23.01.2023;07:57:24;23.01.2023;14:03:13
29128;245;23.01.2023;07:57:33;23.01.2023;16:01:06
29129;267;23.01.2023;07:57:41;23.01.2023;16:02:29
29130;237;23.01.2023;07:58:31;23.01.2023;16:05:12
29131;285;23.01.2023;07:59:09;23.01.2023;16:04:04
29134;224;24.01.2023;05:42:34;24.01.2023;14:05:34
29135;226;24.01.2023;05:42:42;24.01.2023;14:02:43
29136;1;24.01.2023;05:44:49;24.01.2023;14:01:51
29137;4;24.01.2023;05:52:11;24.01.2023;14:04:11
29138;247;24.01.2023;05:53:02;24.01.2023;14:03:05
29139;5;24.01.2023;05:53:33;24.01.2023;14:01:20
29140;282;24.01.2023;05:54:11;24.01.2023;14:01:08
29141;265;24.01.2023;05:58:11;24.01.2023;14:06:07
29142;51;24.01.2023;05:58:17;24.01.2023;16:05:44
29143;28;24.01.2023;06:00:55;24.01.2023;14:01:04
29144;13;24.01.2023;06:45:24;24.01.2023;15:03:01
29145;3;24.01.2023;06:45:28;24.01.2023;16:00:38
29146;216;24.01.2023;07:37:26;24.01.2023;16:01:04
29147;221;24.01.2023;07:48:57;24.01.2023;16:56:17
29148;2;24.01.2023;07:49:24;24.01.2023;16:01:23
29149;10;24.01.2023;07:51:15;24.01.2023;16:00:34
29150;246;24.01.2023;07:51:45;24.01.2023;16:01:48
29151;274;24.01.2023;07:52:19;24.01.2023;16:03:08
29152;269;24.01.2023;07:52:25;24.01.2023;16:01:39
29153;6;24.01.2023;07:52:59;24.01.2023;16:03:02
29154;267;24.01.2023;07:53:51;24.01.2023;16:03:46
29155;249;24.01.2023;07:53:55;24.01.2023;16:01:06
29156;275;24.01.2023;07:54:03;24.01.2023;16:02:12
29157;40;24.01.2023;07:54:16;24.01.2023;16:01:54
29158;285;24.01.2023;07:55:40;24.01.2023;16:02:19
29159;255;24.01.2023;07:55:49;24.01.2023;16:36:18
29160;237;24.01.2023;07:56:00;24.01.2023;16:03:18
29161;278;24.01.2023;07:56:03;24.01.2023;16:36:37
29162;239;24.01.2023;07:56:53;24.01.2023;16:01:13
